access	[ˈækˌsɛs]	v. 获取 n. 接近，入口
dim	[dɪm]	 adj. 昏暗的；朦胧的
death	[dɛθ]	 n. 死，死亡；灭亡
inevitable	[ˌɪˈnɛvətəbəl]	 adj. 不可避免的，必然的
host	[hoʊst]	 n. 主人；东道主
Marxist	[ˈmɑrksɪst]	 adj. 马克思主义的
pork	[pɔrk]	 n. 猪肉
expect	[ɪkˈspɛkt]	 v. 预料，预期；等待
disorder	[dɪˈsɔrdər]	 n. 骚乱；混乱，杂乱
triumph	[traɪəmf]	 n. 凯旋；胜利 v. 成功
jaw	[ʤɔ]	 n. 颌，颚
peak	[pik]	 n. 山顶，巅 adj. 最高的
practically	[ˈpræktɪkəli]	 adv. 实际上；几乎
exclusively	[ɪkˈsklusɪvli]	 adv. 专门地
noble	[ˈnoʊbəl]	 adj. 贵族的；高尚的
liberty	[ˈlɪbərˌti]	 n. 自由；释放；许可
graceful	[ˈgreɪsfəl]	 adj. 优美的，优雅的
joint	[ʤɔɪnt]	 n. 关节；接头，接缝
sweep	[swip]	 v. 扫；刮起；扫过
session	[ˈsɛʃən]	 n. 一段时间；会议
countryside	[ˈkəntriˌsaɪd]	 n. 乡下，农村
miss	[mɪs]	 n. 小姐
hundred	[ˈhənərd]	 num. 百，百个 n. 许多
tube	[tub]	 n. 管；电子管，显像管
jungle	[ˈʤəŋgəl]	 n. 丛林，密林，莽丛
fool	[ful]	 n. 蠢人，傻子 v. 欺骗
optical	[ˈɑptɪkəl]	 adj. 眼的；光学的
attentive	[əˈtɛntɪv]	 adj. 注意的；有礼貌的
anybody	[ˈɛnibədi]	 pron. 任何人
complete	[kəmˈplit]	 adj. 完整的；完成的
depth	[dɛpθ]	 n. 深度；深厚；深处
participate	[pɑrˈtɪsəˌpeɪt]	 v. 参与，参加；分享
tire	[taɪər]	 v. 疲劳，累；厌倦
God	[gɑd]	 n. 神，神像；上帝
habit	[ˈhæbət]	 n. 习惯；习性
enlarge	[ˌɛnˈlɑrʤ]	 v. 扩大，扩展；放大
bargain	[ˈbɑrgɪn]	 n. 交易 v. 议价
revolutionary	[ˌrɛvəˈluʃəˌnɛri]	 adj. 革命的 n. 革命者
instance	[ˈɪnstəns]	 n. 例子，实例，事例
considerate	[kənˈsɪdərət]	 adj. 考虑周到的；体谅的
dismiss	[dɪsˈmɪs]	 v. 不再考虑；解雇
dare	[dɛr]	 v. 敢；竟敢
odour	[ˈoʊdər]	 n. 气味，味道
cultivate	[ˈkəltəˌveɪt]	 v. 耕；种植；培养
thunder	[ˈθəndər]	 n. 雷 v. 打雷；吼出
enclose	[ɪnˈkloʊz]	 v. 附上；围住，圈起
enter	[ˈɛnər]	 v. 走进，进入；参加
introduce	[ˌɪntrəˈdus]	 v. 介绍；引进；传入
judgement	[ˈʤəʤmənt]	 n. 判断；意见；审判
pool	[pul]	 n. 游泳池；水塘，水池
daring	[ˈdɛrɪŋ]	 adj. 大胆的，勇敢的
postpone	[poʊstˈpoʊn]	 v. 延迟，推迟，延缓
telegram	[ˈtɛləˌgræm]	 n. 电报
fund	[fənd]	 n. 基金；资金
lifetime	[ˈlaɪfˌtaɪm]	 n. 一生，终身
control	[kənˈtroʊl]	 v. 控制；克制 n. 控制
bronze	[brɑnz]	 n. 青铜；青铜制品
pit	[pɪt]	 n. 坑，地坑；煤矿
lab	[læb]	 n. 实验室，研究室
dynamic	[daɪˈnæmɪk]	 adj. 有活力的；动力的
disable	[dɪˈseɪbəl]	 v. 使无能，使伤残
comparative	[kəmˈpærətɪv]	 adj. 比较的；相对的
gate	[geɪt]	 n. 大门；篱笆门
seed	[sid]	 n. 种（子），籽；起因，萌芽
worthwhile	[ˈwərθˈwaɪl]	 adj. 值得花时间的
fame	[feɪm]	 n. 名声，名望
doubtful	[ˈdaʊtfəl]	 adj. 难以预测的；怀疑的
distinguish	[dɪˈstɪŋgwɪʃ]	 v. 区别，辨别；认别
concert	[ˈkɑnsərt]	 n. 音乐会，演奏会
famine	[ˈfæmən]	 n. 饥荒
slice	[slaɪs]	 n. 薄片，切片；部分
invade	[ˌɪnˈveɪd]	 v. 入侵，侵略；侵袭
celebrate	[ˈsɛləˌbreɪt]	 v. 庆祝；歌颂，赞美
prisoner	[ˈprɪzənər]	 n. 囚犯
temporary	[ˈtɛmpərˌɛri]	 adj. 暂时的，临时的
princess	[ˈprɪnsɛs]	 n. 公主；王妃
treasure	[ˈtrɛʒər]	 n. 财富；珍宝 v. 珍视
ill	[ɪl]	 adj. 有病的；坏的 adv. 恶劣地；讨厌地
comrade	[ˈkɑmˌræd]	 n. 亲密的同伴；同志
fragment	[ˈfrægmənt]	 n. 碎片，破片，碎块
problem	[ˈprɑbləm]	 n. 问题；习题，问题
enough	[ɪˈnəf]	 det. 足够的 adv. 足够地
address	[ˈæˌdrɛs]	 n. 地址；演说
bath	[bæθ]	 n. 浴，洗澡；浴缸
invent	[ˌɪnˈvɛnt]	 v. 发明，创造；捏造
provision	[prəˈvɪʒən]	 n. 供应；预备；存粮
coordinate	[koʊˈɔrdəˌneɪt]	 v. 使协调，调节
devote	[dɪˈvoʊt]	 v. 将…奉献，致力于
inside	[ˌɪnˈsaɪd]	 prep. 在…里面 n. 内部
valid	[ˈvælɪd]	 adj. 有效的；正当的
oh	[oʊ]	 int. 嗬，哦，唉呀
liberate	[ˈlɪˌbərˌeɪt]	 v. 解放；释放
talk	[tɔk]	 v. 讲话；谈论
ever	[ˈɛvər]	 adv. 在任何时候；曾经
bark	[bɑrk]	 n. 吠叫声 v. 吠，叫
horror	[ˈhɔrər]	 n. 恐怖；战栗；憎恶
deduce	[dɪˈdus]	 v. 演绎，推论，推断
deserve	[dɪˈzərv]	 v. 应受；值得
overcome	[ˈoʊvərˌkəm]	 v. 克服；战胜
angry	[ˈæŋgri]	 adj. 愤怒的，生气的
Asian	[ˈeɪʒən]	 adj. 亚洲的 n. 亚洲人
dress	[drɛs]	 n. 服装
inefficient	[ˌɪnɪˈfɪʃənt]	 adj. 效率低的，无能的
mouthful	[ˈmaʊθˌfʊl]	 n. 满口，一口
appetite	[ˈæpəˌtaɪt]	 n. 食欲，胃口；欲望
hospital	[ˈhɑˌspɪtəl]	 n. 医院
fortnight	[ˈfɔrtˌnaɪt]	 n. 两星期，十四天
chew	[ʧu]	 v. 咀嚼，嚼碎
optional	[ˈɔpʃənəl]	 adj. 可以任意选择的
assist	[əˈsɪst]	 v. 援助，帮助
carpet	[ˈkɑrpət]	 n. 地毯，毡毯，毛毯
probability	[ˌprɑbəˈbɪləˌti]	 n. 可能性；概率
railway	[ˈreɪlˌweɪ]	 n. 铁路，铁道
each	[iʧ]	 det,pron. 各，各自
explosion	[ɪkˈsploʊʒən]	 n. 爆炸，炸裂；爆发
racial	[ˈreɪʃəl]	 adj. 种族的；人种的
clerk	[klərk]	 n. 办事员，职员；店员
asleep	[əsˈlip]	 adj. 睡着的，睡熟的
possible	[ˈpɑsəbəl]	 adj. 可能的；可能存在的
hostess	[ˈhoʊstəs]	 n. 女主人
exception	[ɪkˈsɛpʃən]	 n. 例外，除外
cathedral	[kəˈθidrəl]	 n. 总教堂；大教堂
acceptance	[əkˈsɛptəns]	 n. 接受，验收；承认
might	[maɪt]	 v. 可能，会，也许
unite	[ˈjuˌnaɪt]	 v. 联合
ox	[ɑks]	 n. 阉牛；牛；公牛
recovery	[rɪˈkəvəri]	 n. 重获；痊愈；恢复
fellow	[ˈfɛloʊ]	 n. 家伙；伙伴
brown	[braʊn]	 n. 褐色，棕色
blind	[blaɪnd]	 adj. 瞎的；盲目的
dash	[dæʃ]	 v. 使猛撞；溅 n. 猛冲
must	[məst]	 v. 必须；必然要
importance	[ˌɪmˈpɔrtəns]	 n. 重要；重要性
reception	[rɪˈsɛpʃən]	 adj. 接待；招待会
cap	[kæp]	 n. 帽子，便帽；帽状物
captain	[ˈkæptən]	 n. 陆军上尉；队长
rigid	[ˈrɪʤɪd]	 adj. 刚硬的；僵硬的
mistake	[mɪˈsteɪk]	 n. 错误 v. 误解，弄错
depart	[dɪˈpɑrt]	 v. 离开，起程；出发
engage	[ɪnˈgeɪʤ]	 v. 使从事于；聘用
crazy	[ˈkreɪzi]	 adj. 疯狂的，荒唐的
butcher	[ˈbʊʧər]	 n. 屠夫；屠杀者
pay	[peɪ]	 v. 支付；付给；给予
lonely	[ˈloʊnli]	 adj. 孤独的；荒凉的
corn	[kɔrn]	 n. 谷物；（英）小麦
pierce	[pɪrs]	 v. 剌穿
revise	[rɪˈvaɪz]	 v. 修订，校订；修改
primarily	[praɪˈmɛrəli]	 adv. 首先；主要地
field	[fild]	 n. 田野；田；运动场
compromise	[ˈkɑmprəˌmaɪz]	 n. 妥协，和解
crane	[kreɪn]	 n. 起重机，摄影升降机
future	[fˈjuʧər]	 n. 将来，未来；前途
external	[ɪkˈstərnəl]	 adj. 外部的，外面的
fraction	[ˈfrækʃən]	 n. 小部分；片断；分数
delicate	[ˈdɛləkət]	 adj. 纤细的；易碎的
abundant	[əˈbəndənt]	 adj. 丰富的；大量的
brittle	[ˈbrɪtəl]	 adj. 脆的；易损坏的
claim	[kleɪm]	 v. 声称，主张；索取
appreciate	[əˈpriʃiˌeɪt]	 v. 领会；感谢；欣赏
about	[əˈbaʊt]	 prep. 关于；在…周围
parade	[pəreɪd]	 n. 游行；检阅 v. 游行
furnish	[ˈfərnɪʃ]	 v. 装备，布置 （房间、建筑物）；供应，提供
mourn	[mɔrn]	 v. 哀痛，哀悼
hazard	[ˈhæzərd]	 n. 危险；公害
choice	[ʧɔɪs]	 n. 选择，抉择
liable	[ˈlaɪəbəl]	 adj. 易于…的；可能的
sum	[səm]	 n. 金额；总数
foreigner	[ˈfɔrənər]	 n. 外国人
mud	[məd]	 n. 软泥，泥浆
reveal	[rɪˈvil]	 v. 揭示，揭露；展现
fold	[foʊld]	 v. 折叠；合拢 n. 褶
beard	[bɪrd]	 n. 胡须，络腮胡子
illustrate	[ˈɪləˌstreɪt]	 v. （用图等）说明
protect	[prəˈtɛkt]	 v. 保护，保卫，警戒
airline	[ˈɛˌrlaɪn]	 n. 航空公司
military	[ˈmɪlɪˌtɛri]	 adj. 军事的；军人的
Negro	[ˈnigroʊ]	 n. 黑人
deep	[dip]	 adj. 深的；纵深的
storey	[ˈstɔri]	 n. （层）楼
willing	[ˈwɪlɪŋ]	 adj. 愿意的，心甘情愿的
quarter	[kˈwɔrtər]	 n. 四分之一；一刻钟
obey	[oʊˈbeɪ]	 v. 顺从
pattern	[ˈpætərn]	 n. 型，式样；模，模型
lightly	[ˈlaɪtli]	 adv. 轻轻地，轻松地
suppose	[səˈpoʊz]	 v. 猜想；假定
case	[keɪs]	 n. 情况；病例；事实
overcoat	[ˈoʊvərˌkoʊt]	 n. 外衣，大衣
installation	[ˌɪnstəˈleɪʃən]	 n. 安装；装置；设施
niece	[nis]	 n. 侄女，外甥女
incline	[ˌɪnˈklaɪn]	 n. 斜坡 v. 使倾斜
superficial	[ˌsupərˈfɪʃəl]	 adj. 肤浅的；表面的
appointment	[əˈpɔɪntmənt]	 n. 约定，约会；任命
tyre	[taɪər]	 n. 轮胎，车胎
failure	[ˈfeɪljər]	 n. 失败；失败的人
beauty	[ˈbjuti]	 n. 美，美丽；美人
painting	[ˈpeɪnɪŋ]	 n. 油画；绘画；着色
frown	[fraʊn]	 v. 皱眉，蹙额
drown	[draʊn]	 v. 淹死，溺死
resemble	[rɪˈzɛmbəl]	 v. 像，类似
pressure	[ˈprɛʃər]	 n. 压力；〔工作或生活中的〕压力；压，按
remarkable	[rɪˈmɑrkəbəl]	 adj. 异常的，非凡的
muscle	[ˈməsəl]	 n. 肌肉，肌；体力
nap	[næp]	 n. 小睡，打盹，瞌睡
polish	[ˈpɑlɪʃ]	 v. 磨光；使优美
company	[ˈkəmpəˌni]	 n. 公司，商号；同伴
critical	[ˈkrɪtɪkəl]	 adj. 批评的；决定性的
renew	[rɪˈnu]	 v. 使更新
maintain	[meɪnˈteɪn]	 v. 维持；赡养；维修
computer	[kəmˈpjutər]	 n. 计算机，电脑
feasible	[ˈfizəbəl]	 adj. 可行的；可能的
transformer	[trænsˈfɔrmər]	 n. 变压器
vehicle	[ˈviɪkəl]	 n. 车辆，机动车
politician	[ˌpɑləˈtɪʃən]	 n. 政治家；政客
regard	[rɪˈgɑrd]	 v. 把…看作
oral	[ˈɔrəl]	 adj. 口头的；口的
height	[haɪt]	 n. 高，高度；高处
approximately	[əˈprɑksəmətli]	 adv. 近似地，大约
long	[lɔŋ]	 v. 渴望，极想念
bit	[bɪt]	 n. 一点，一些，小片
sole	[soʊl]	 n. 脚底；鞋底，袜底
imprison	[ˌɪmˈprɪzən]	 v. 关押，监禁；限制
folk	[foʊk]	 n. 人们；家属，亲属
carve	[kɑrv]	 v. 刻，雕刻；切开
practice	[ˈpræktɪs]	 n. 练习；实践；业务
element	[ˈɛləmənt]	 n. 成分；要素；元素
rapid	[ˈræpɪd]	 adj. 快的
rational	[ˈræʃənəl]	 adj. 理性的；出于理性的
indispensable	[ˌɪndɪˈspɛnsəbəl]	 adj. 必不可少的，必需的
contact	[ˈkɑnˌtækt]	 v. 与…联系
treatment	[ˈtritmənt]	 n. 待遇；治疗，疗法
insure	[ˌɪnˈʃʊr]	 v. 给…保险；确保
excellent	[ˈɛksələnt]	 adj. 优秀的，杰出的
loyal	[lɔɪəl]	 adj. 忠诚的，忠心的
dull	[dəl]	 adj. 枯燥的；不鲜明的
ghost	[goʊst]	 n. 鬼，灵魂；鬼魂
mortal	[ˈmɔrtəl]	 adj. 终有一死的；致死的
identify	[aɪˈdɛntəˌfaɪ]	 v. 认出，识别，鉴定
iron	[aɪərn]	 n. 铁 v. 烫（衣）
China	[ˈʧaɪnə]	 n. 中国
collision	[kəˈlɪʒən]	 n. 碰撞；冲突
harmful	[ˈhɑrmfəl]	 adj. 有害的
volume	[ˈvɑljum]	 n. 音量；容积；卷，册
bull	[bʊl]	 n. 公牛；雄的象
mask	[mæsk]	 n. 面具；伪装 v. 掩饰
crime	[kraɪm]	 n. 犯罪；罪，罪行
debate	[dəˈbeɪt]	 n. 争论，辩论 v. 争论，辩论
newspaper	[ˈnuzˌpeɪpər]	 n. 报纸，报
criticize	[ˈkrɪtɪˌsaɪz]	 v. 批评；非难；评论
pencil	[ˈpɛnsəl]	 n. 铅笔
courage	[kərɪʤ]	 n. 勇气，胆量，胆识
forehead	[ˈfɔrhɛd]	 n. 额头，前部
perceive	[pərˈsiv]	 v. 理解；察觉，发觉
place	[pleɪs]	 n. 地方，地点；住所
joke	[ʤoʊk]	 n. 笑话 v. 说笑话
sheet	[ʃit]	 n. 被单；纸张；薄板
dot	[dɑt]	 n. 点，圆点 v. 打点于
balance	[ˈbæləns]	 v. 使平衡 n. 天平
melon	[ˈmɛlən]	 n. 瓜，甜瓜
injure	[ˈɪnʤər]	 v. 伤害，损害，损伤
cucumber	[ˈkjukəmbər]	 n. 黄瓜
flame	[fleɪm]	 n. 火焰；热情
less	[lɛs]	 adj. 更少的 adv. 更少地
peace	[pis]	 n. 和平；平静；和睦
solve	[sɑlv]	 v. 解决；解答，解释
basis	[ˈbeɪsɪs]	 n. 基础，根据
once	[wəns]	 adv. 一次；曾经
bus	[bəs]	 n. 公共汽车
husband	[ˈhəzbənd]	 n. 丈夫
haircut	[ˈhɛrˌkət]	 n. 理发
kiss	[kɪs]	 v. 吻 n. 吻
pet	[pɛt]	 n. 爱畜；宠儿
harvest	[ˈhɑrvəst]	 n. 收获；收成 v. 收割
considerable	[kənˈsɪdərəbəl]	 adj. 相当大的；重要的
cordial	[ˈkɔrʤəl]	 adj. 真诚的，诚恳的
sketch	[skɛʧ]	 n. 略图；速写；概略
avenue	[ˈævəˌnu]	 n. 大街；林荫道，道路
bright	[braɪt]	 adj. 明亮的；聪明的
intimate	[ˈɪnɪmət]	 adj. 亲密的；个人的
locate	[ˈloʊˌkeɪt]	 v. 探明，找出，查出
pride	[praɪd]	 n. 骄傲；自豪 v. 自夸
ore	[ɔr]	 n. 矿，矿石，矿砂
cupboard	[ˈkəbərd]	 n. 碗柜，碗碟橱；食橱
battery	[ˈbætəri]	 n. 电池；一套，一组
impression	[ˌɪmˈprɛʃən]	 n. 印象；印记
waterproof	[ˈwɔtərˌpruf]	 adj. 不透水的，防水的
find	[faɪnd]	 v. 找到；找出；发觉
chapter	[ˈʧæptər]	 n. 章，回，篇
powerful	[ˈpaʊərfəl]	 adj. 有权威的；强有力的
overtime	[ˈoʊvərˌtaɪm]	 n. 加班；加班的时间
carrier	[ˈkɛriər]	 n. 运输工具；运载工具
troop	[trup]	 n. 军队；一群，大量
garbage	[ˈgɑrbɪʤ]	 n. 垃圾，污物，废料
literature	[ˈlɪtərəʧər]	 n. 文学；文献
excessive	[ɪkˈsɛsɪv]	 adj. 过多的，极度的
nasty	[ˈnæsti]	 adj. 龌龊的；淫猥的
aboard	[əˈbɔrd]	 adv. 在船（车）上；上船
outdoor	[ˈaʊtˌdɔr]	 adj. 户外的，室外的
accuse	[əˈkjuz]	 v. 指责；归咎于
heaven	[ˈhɛvən]	 n. 天堂；天，天空
include	[ˌɪnˈklud]	 v. 包括，包含
poisonous	[ˈpɔɪzənəs]	 adj. 有毒的，有害的
medicine	[ˈmɛdəsən]	 n. 内服药；医学
Europe	[ˈjʊrəp]	 n. 欧洲
examine	[ɪgˈzæmɪn]	 v. 检查，仔细观察
halt	[hɔlt]	 v. 停止；立定 n. 停住
endure	[ɪnˈdʊr]	 v. 忍受；容忍
opening	[ˈoʊpənɪŋ]	 adj. 开始的 n. 开始
silence	[ˈsaɪləns]	 n. 沉默 v. 使沉默
missile	[ˈmɪsəl]	 n. 导弹；发射物
executive	[ɪgˈzɛkjətɪv]	 adj. 执行的 n. 执行者
reliability	[riˌlaɪəˈbɪləti]	 n. 可靠性
granddaughter	[ˈgrænˌdɔtər]	 n. 孙女，外孙女
occasional	[ɔˈkeɪʒənəl]	 adj. 偶然的；临时的
fortunate	[ˈfɔrʧənət]	 adj. 幸运的；侥幸的
ear	[ɪr]	 n. 耳朵；听力，听觉
sequence	[ˈsikwəns]	 n. 次序
guarantee	[ˌgɛrənˈti]	 n. 保证；担保物
link	[lɪŋk]	 v. 有环连接 n. 环
actual	[ˈækʧəwəl]	 adj. 实际的
after	[ˈæftər]	 prep. 在…以后；次于
access	[ˈækˌsɛs]	 n. 通道，入口
recently	[ˈrisəntli]	 adv. 最近，新近
intellectual	[ˌɪnəˈlɛkʧuəl]	 n. 知识分子 adj. 智力的
rotate	[ˈroʊˌteɪt]	 v. 旋转
deck	[dɛk]	 n. 甲板；舱面；层面
plough	[ploʊ]	 n. 犁 v. 犁，耕
poison	[ˈpɔɪzən]	 n. 毒，毒药 v. 毒害
perhaps	[pərˈhæps]	 adv. 也许，可能，多半
acid	[ˈæsəd]	 n. 酸 adj. 酸的；酸性的
elect	[ɪˈlɛkt]	 v. 选举，推选；选择
cent	[sɛnt]	 n. 分；分币
arbitrary	[ˈɑrbɪˌtrɛri]	 adj. 随心所欲的；专断的
either	[ˈiðər]	 det,pron. （两者）任何一个
Atlantic	[əˈtlæntɪk]	 adj. 大西洋的 n. 大西洋
actor	[ˈæktər]	 n. 演剧的人
fever	[ˈfivər]	 n. 发热，发烧；狂热
mostly	[ˈmoʊstli]	 adv. 主要的，大部分
player	[pleɪər]	 n. 游戏的人；比赛者
swell	[swɛl]	 v. 膨胀；增长；隆起
experience	[ɪkˈspɪriəns]	 n. 经验，感受；经历
creative	[kriˈeɪtɪv]	 adj. 创造性的，创作的
perfect	[ˈpərˌfɪkt]	 adj. 完美的；完全的
affection	[əˈfɛkʃən]	 n. 慈爱，爱；爱慕
largely	[ˈlɑrʤli]	 adv. 大部分；大量地
extent	[ɪkˈstɛnt]	 n. 程度；广度；范围
better	[ˈbɛtər]	 adj. 较好的 adv. 更好地
disappear	[ˌdɪsəˈpɪr]	 v. 消失；不见；失踪
motivate	[ˈmoʊtəˌveɪt]	 v. 促动；激励，激发
moreover	[mɔˈroʊvər]	 adv. 再者，加之，此外
regulate	[ˈrɛgjəˌleɪt]	 v. 管理，控制；调整
respectively	[rɪˈspɛktɪvli]	 adv. 各自地，分别地
exit	[ˈɛksət]	 n. 出口；退场 v. 退出
chairman	[ˈʧɛrmən]	 n. 主席；议长，会长
journal	[ˈʤərnəl]	 n. 日报，杂志；日志
below	[bɪˈloʊ]	 prep. 在…下面（以下）
belief	[bɪˈlif]	 n. 信念；信任，相信
minority	[məˈnɔrəti]	 n. 少数；少数民族
over	[ˈoʊvər]	 prep. 在…上方；超过
conversation	[ˌkɑnvərˈseɪʃən]	 n. 会话，非正式会谈
factory	[ˈfæktəri]	 n. 工厂，制造厂
cherry	[ˈʧɛri]	 n. 樱桃；樱桃树
consent	[kənˈsɛnt]	 n. 同意，赞成 v. 同意
else	[ɛls]	 adv. 其它，另外 adj. 别的
mouse	[maʊs]	 n. 鼠，耗子
disk	[dɪsk]	 n. 圆盘，唱片；磁盘
legal	[ˈligəl]	 adj. 法律的；合法的
fundamental	[ˌfəndəˈmɛnəl]	 adj. 基础的，基本的
liquor	[ˈlɪkər]	 n. 酒
ancient	[ˈeɪnʧənt]	 adj. 古代的；古老的
pillow	[ˈpɪloʊ]	 n. 枕头
grip	[grɪp]	 v. 握紧，抓牢 n. 紧握
limitation	[ˌlɪmɪˈteɪʃən]	 n. 限制；限度，局限
chief	[ʧif]	 adj. 首席的；主要的
dark	[dɑrk]	 adj. 暗的；黑色的
stoop	[stup]	 v. 俯身；弯身 n. 曲背；驼背
parliament	[ˈpɑrləmɛnt]	 n. 议会，国会
weld	[wɛld]	 v. 焊接，熔接 n. 焊接点
hang	[hæŋ]	 v. 挂，悬；吊死
pacific	[pəˈsɪfɪk]	 adj. 和平的 n. 太平洋
regulation	[ˌrɛgjəˈleɪʃən]	 n. 规则，规章；管理
against	[əˈgɛnst]	 prep. 倚在；逆，对着
blood	[bləd]	 n. 血，血液；血统
life	[laɪf]	 n. 生命；一生；寿命
cannon	[ˈkænən]	 n. 大炮，火炮；榴弹炮
evening	[ˈivnɪŋ]	 n. 傍晚，黄昏，晚上
confine	[kənˈfaɪn]	 v. 禁闭；限制
ceiling	[ˈsilɪŋ]	 n. 天花板，顶蓬
ashamed	[əˈʃeɪmd]	 adj. 惭愧（的）；羞耻（的）
just	[ʤɪst]	 adv. 正好；只是；刚才
necessity	[nəˈsɛsɪti]	 n. 必要性；必然性
mercury	[ˈmərkjəri]	 n. 水银，汞
materialism	[məˈtɪriəˌlɪzəm]	 n. 唯物主义
let	[lɛt]	 v. 允许，让；使
darling	[ˈdɑrlɪŋ]	 n. 亲爱的人；宠儿
billion	[ˈbɪljən]	 num. 万亿（英）
frame	[freɪm]	 n. 框架，框子；构架
cheek	[ʧik]	 n. 面颊，脸蛋
incident	[ˈɪnsədənt]	 n. 发生的事；事件
head	[hɛd]	 n. 头；上端 v. 率领
acquaintance	[əkˈweɪntəns]	 n. 熟人；认识；了解
fifty	[ˈfɪfti]	 num. 五十，五十个
people	[ˈpipəl]	 n. 人；人民，民族
injection	[ˌɪnˈʤɛkʃən]	 n. 注射；注入
fetch	[fɛʧ]	 v. 拿来；请来，接去
indignant	[ˌɪnˈdɪgnənt]	 adj. 愤慨的，义愤的
carpenter	[ˈkɑrpəntər]	 n. 木工，木匠
function	[ˈfəŋkʃən]	 n. 功能；职务；函数
transparent	[trænˈspɛrənt]	 adj. 透明的；易识破的
exposure	[ɪkˈspoʊʒər]	 n. 暴露；揭露；曝光
sightseeing	[ˈsaɪtˈsiɪŋ]	 n. 观光，游览
around	[əraʊnd]	 prep. 在…周围
everybody	[ˈɛvriˌbɑdi]	 pron. 每人，人人
cart	[kɑrt]	 n. 二轮运货马车
theoretical	[ˌθiərˈɛtɪkəl]	 adj. 理论（上）的
herd	[hərd]	 n. 兽群，牧群 v. 放牧
fatal	[ˈfeɪtəl]	 adj. 致命的
England	[ˈɪŋglənd]	 n. 英格兰；英国
sportsman	[ˈspɔrtsmən]	 n. 运动员
intensity	[ˌɪnˈtɛnsɪti]	 n. 强烈，剧烈；〔光、声等的〕强度
violet	[ˈvaɪəlɪt]	 n. 紫罗兰
agree	[əˈgri]	 v. 同意；持相同意见
lens	[lɛnz]	 n. 镜头；透镜，镜片
attitude	[ˈætəˌtud]	 n. 态度，看法；姿势
dirt	[dərt]	 n. 尘，污物，污垢；土
assemble	[əˈsɛmbəl]	 v. 集合，召集；装配
slender	[sˈlɛndər]	 adj. 细长的；微薄的
sticky	[ˈstɪki]	 adj. 粘性的；胶粘的
drawer	[drɔr]	 n. 抽屉
dormitory	[ˈdɔrməˌtɔri]	 n. 集体寝室；宿舍
ray	[reɪ]	 n. 光线；射线，辐射线
delicious	[dɪˈlɪʃəs]	 adj. 美味的；怡人的
admit	[ədˈmɪt]	 v. 承认；准许…进入
thread	[θrɛd]	 n. 线；丝；螺纹；头绪
poet	[poʊət]	 n. 诗人
somehow	[ˈsəmˌhaʊ]	 adv. 由于某种原因
mate	[meɪt]	 n. 伙伴，同事；配偶
character	[ˈkɛrɪktər]	 n. 性格；角色；特性
across	[əˈkrɔs]	 prep. 横过；在…对面
organ	[ˈɔrgən]	 n. 器官；管风琴；机构
gesture	[ˈʤɛsʧər]	 n. 姿势，手势；姿态
equality	[ɪkˈwɑləti]	 n. 等同，平等；相等
landlady	[ˈlænˌdleɪdi]	 n. 女房东；女地主
attend	[əˈtɛnd]	 v. 出席；照顾，护理
proof	[pruf]	 n. 证据；证明；校样
cover	[ˈkəvər]	 v. 盖；包括 n. 盖子
fasten	[ˈfæsən]	 v. 扎牢，扣住
push	[pʊʃ]	 v. 推；鼓励；敦促；逼迫
rib	[rɪb]	 n. 肋，肋骨
light	[laɪt]	 adj. 轻的；少量的
stir	[stər]	 v. 搅动；搅和；搅拌
earthquake	[ˈərθkˌweɪk]	 n. 地震；大震荡
concentration	[ˌkɑnsənˈtreɪʃən]	 n. 专注；集中；浓度
make	[meɪk]	 v. 做，制造；使
wind	[wɪnd]	 v. 绕，缠绕
guilty	[ˈgɪlti]	 adj. 内疚的；有罪的
blaze	[bleɪz]	 n. 火；闪光 v. 燃烧
invest	[ˌɪnˈvɛst]	 v. 投资；投入
cloudy	[ˈklaʊdi]	 adj. 多云的；云一般的
grandson	[ˈgrændˌsən]	 n. 孙子，外孙子
feeling	[ˈfilɪŋ]	 n. 感觉，知觉；感情
